mean_intensity,std_intensity,max_intensity,p25_intensity,p75_intensity,entropy,fractal_dim,asymmetry_mean,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_ASM,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,label_name,label
71.2322998046875,82.7286854257306,251,0.0,149.0,5.4389774113674445,1.8976934968732164,4.979736328125,335.09399606299223,9.7556594488189,0.45612212509444994,0.3864854268977975,0.9755678974239542,0.1493709852043728,0.03143310546683147,0.0424804687474072,0.03747558593521267,0.08264160155745595,0.15374755858436598,0.08331298827616497,0.03460693359163776,0.029113769529473036,0.44604492184777556,0.05914306640264019,Mild Impairment,2
69.717529296875,82.07825466002704,250,0.0,142.0,5.378275175244238,1.8986405119026812,0.349853515625,331.54736712598424,9.97945374015748,0.4617866152932069,0.3961232284353354,0.9754457105675552,0.15691361210603288,0.032226562498033046,0.04302978515362367,0.03460693359163776,0.07879638671394065,0.15338134764688835,0.07806396483898535,0.03338623046671227,0.03277587890424952,0.4544067382535152,0.059326171871379015,Mild Impairment,2
61.9224853515625,74.28532357805588,253,0.0,126.0,5.404210083114828,1.8853906016031667,0.625732421875,332.8441190944882,10.048843503937007,0.4561240672351972,0.38722602496091585,0.9699128351996413,0.14994399440703182,0.03277587890424952,0.04101562499749661,0.03729248046647385,0.08197021483874693,0.1505737304595597,0.08129882812003791,0.034179687497913835,0.03192138671680167,0.44812011716014893,0.06085205077753589,Mild Impairment,2
63.42340087890625,74.00092618954567,241,1.0,131.0,5.606855867663184,1.9964644490061831,4.6427001953125,291.4666584645669,9.089689960629919,0.4466461645612899,0.3449842885610912,0.9734468484366346,0.11901415935400224,0.02954101562319696,0.0422363281224221,0.03894042968512326,0.08825683593211323,0.1442871093661934,0.13934326171024516,0.0473022460908629,0.048278808590803295,0.3567504882594757,0.06506347655852884,Mild Impairment,2
69.07757568359375,79.92218673620555,245,1.0,142.0,5.520032923012824,1.9988361089099131,0.0389404296875,303.0879675196851,9.435654527559056,0.4537840236252879,0.36728079235768946,0.9763254331362684,0.1348951804348922,0.029052734373226762,0.041503906247466804,0.0369262695289962,0.08734130858841911,0.14587402342859657,0.13336181639811023,0.049194335934497416,0.04284667968488484,0.3737792968521863,0.06011962890258059,Mild Impairment,2
73.2017822265625,83.50096957911204,249,1.0,152.0,5.566620170469921,1.9976690794897656,1.656982421875,299.50824311023626,9.254675196850398,0.44929669546490564,0.3579762510911335,0.9785635828790079,0.12814699634526225,0.0316162109355703,0.04107666015374288,0.04058837890377268,0.0852050781197995,0.1402587890539393,0.13525390624174474,0.0465698242159076,0.04821777343455702,0.363708496071551,0.06750488280837982,Mild Impairment,2
71.8106689453125,80.7190481837418,252,1.0,148.0,5.638846383973278,1.9990479584061966,0.09619140625,313.1420398622047,9.649421751968505,0.43904017106935866,0.34624508598841347,0.9760124406164152,0.11988565957112385,0.0316162109355703,0.04144287109122053,0.038818359372630715,0.09222412108812109,0.14202880858508124,0.1372680663978718,0.04602050780969113,0.05010986327819154,0.35272216794722155,0.06774902343336493,Mild Impairment,2
61.777099609375,72.96079903808095,231,0.0,128.0,5.183394656887348,1.8917045644569328,2.701904296875,300.9156003937008,8.941560039370078,0.47659296911547333,0.4032186199425351,0.9717974822869131,0.16258525546836256,0.03240966796677187,0.04187011718494445,0.035278320310346785,0.07690429687030613,0.14758300780349223,0.08312988280742616,0.034179687497913835,0.02893066406073421,0.46221923825303834,0.05749511718399077,Mild Impairment,2
71.0174560546875,81.27243342930326,245,0.0,147.0,5.4633179012298445,1.8917350167804163,2.15234375,359.91695374015745,10.217027559055119,0.44661852759811743,0.3791099340232976,0.9728044078898658,0.1437243420751491,0.03448486327914521,0.0468139648408927,0.036682128904011096,0.08312988280742616,0.14660644530355185,0.07739257812027633,0.03515624999785423,0.03588867187280953,0.44085693356684225,0.0629882812461555,Mild Impairment,2
72.2601318359375,80.81715961637839,255,1.0,152.0,5.532469397463299,1.9992597042579088,2.119873046875,295.78438730314963,9.203186515748031,0.4507558421068087,0.3698644568899893,0.9773953787062339,0.13679971647052674,0.026245117185898125,0.0361938476540409,0.03997802734130993,0.09118652343193441,0.15484619139679895,0.13543701171048358,0.047546386715847995,0.041992187497437,0.3686523437274992,0.057922363277714696,Mild Impairment,2
